,GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,period,PLAYER_ID,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1455,48,2022-23,2.1,1.1,0.2,0.2,0.1,0.1,Lamar Stevens,2,1630205,8.5,0.043,0.134,0.138,0.588,0.044
1456,44,2022-23,1.7,1.2,0.3,0.1,0.1,0.2,Lamar Stevens,3,1630205,-4,0.037,0.166,0.132,0.51,0.062
1457,45,2022-23,1.8,1.4,0.2,0.1,0.1,0.2,Lamar Stevens,4,1630205,7.7,0.073,0.147,0.143,0.493,0.044
1458,50,2022-23,2.9,2.3,0.3,0.1,0.1,0.4,Isaiah Stewart,1,1630191,-17.8,0.059,0.216,0.173,0.518,0.066
1459,50,2022-23,2.5,1.9,0.3,0.1,0.1,0.4,Isaiah Stewart,2,1630191,-4.7,0.081,0.195,0.165,0.547,0.063
1460,49,2022-23,3.3,2.1,0.5,0.1,0.3,0.3,Isaiah Stewart,3,1630191,-8.4,0.093,0.193,0.176,0.571,0.097
1461,46,2022-23,2.9,1.8,0.3,0.1,0.2,0.2,Isaiah Stewart,4,1630191,-0.6,0.081,0.194,0.169,0.602,0.06
1462,79,2022-23,2.9,0.7,0.6,0.1,0,0.2,Max Strus,1,1629622,-3.6,0.02,0.087,0.175,0.559,0.12
1463,77,2022-23,3.7,1.1,0.7,0.3,0,0.2,Max Strus,2,1629622,-0.1,0.02,0.119,0.17,0.597,0.124
1464,75,2022-23,2.9,0.7,0.5,0.1,0,0.2,Max Strus,3,1629622,-11.6,0.018,0.094,0.17,0.575,0.109
1465,69,2022-23,2.9,0.9,0.6,0.1,0.1,0.3,Max Strus,4,1629622,-0.6,0.029,0.082,0.169,0.501,0.108
1466,52,2022-23,2.4,0.7,0.9,0.3,0,0.4,Jalen Suggs,1,1630591,-0.5,0.047,0.07,0.202,0.504,0.221
1467,49,2022-23,3.1,1,0.8,0.4,0.2,0.5,Jalen Suggs,2,1630591,3.2,0.037,0.103,0.196,0.563,0.165
1468,50,2022-23,2.1,0.7,0.6,0.2,0.1,0.5,Jalen Suggs,3,1630591,-4.7,0.039,0.082,0.173,0.519,0.153
1469,42,2022-23,3.3,0.9,0.9,0.5,0.2,0.5,Jalen Suggs,4,1630591,-5.4,0.049,0.074,0.21,0.514,0.177
1470,2,2022-23,0,0.5,0,0,0,0,Cole Swider,1,1631306,-19.5,0,0.25,0,0,0
1471,1,2022-23,3,2,2,0,0,0,Cole Swider,2,1631306,-12,0,0.182,0.077,0.75,0.25
1472,1,2022-23,3,1,0,0,0,0,Cole Swider,3,1631306,-45.5,0,0.25,0.154,0.75,0
1473,6,2022-23,0.5,0.5,0.3,0,0,0,Cole Swider,4,1631306,31.5,0.053,0.105,0.111,0.3,0.111
1474,31,2022-23,2.7,0.9,0.6,0.1,0.1,0.3,Jae'Sean Tate,1,1630256,-9.7,0.055,0.107,0.177,0.601,0.168
1475,31,2022-23,2.8,1,0.6,0.2,0,0.5,Jae'Sean Tate,2,1630256,-8.7,0.062,0.088,0.185,0.581,0.16
1476,31,2022-23,2.3,1,0.6,0.3,0.1,0.4,Jae'Sean Tate,3,1630256,-5.4,0.041,0.157,0.199,0.531,0.184
1477,29,2022-23,1.4,0.9,0.9,0.1,0,0.4,Jae'Sean Tate,4,1630256,-1.8,0.059,0.107,0.154,0.425,0.227
1478,74,2022-23,7.6,2.3,1.4,0.2,0.1,0.7,Jayson Tatum,1,1628369,14.4,0.025,0.193,0.321,0.584,0.218
1479,74,2022-23,7.5,2.2,1.1,0.2,0.2,0.7,Jayson Tatum,2,1628369,5.4,0.036,0.183,0.314,0.59,0.177
1480,73,2022-23,8.9,2.5,1.2,0.4,0.2,0.8,Jayson Tatum,3,1628369,7,0.026,0.213,0.312,0.672,0.212
1481,66,2022-23,6.5,1.9,1,0.2,0.2,0.7,Jayson Tatum,4,1628369,7.8,0.029,0.203,0.331,0.586,0.208
1482,9,2022-23,0.7,0.9,0.1,0,0,0.1,Terry Taylor,1,1630678,-44.6,0.043,0.162,0.124,0.273,0.043
1483,8,2022-23,1,0.9,0.1,0.1,0.4,0.1,Terry Taylor,2,1630678,-1.2,0.068,0.083,0.14,0.311,0.032
1484,10,2022-23,1.7,0.7,0.4,0.1,0.2,0.1,Terry Taylor,3,1630678,7.7,0.089,0.055,0.126,0.65,0.114
1485,24,2022-23,2.4,1,0.2,0,0,0.2,Terry Taylor,4,1630678,18,0.105,0.056,0.128,0.676,0.038
1486,5,2022-23,0.6,0.2,0,0.6,0,0.2,Garrett Temple,1,202066,45.9,0,0.045,0.065,0.75,0
1487,6,2022-23,2.3,0.7,0.5,0.3,0,0,Garrett Temple,2,202066,-20.6,0.032,0.111,0.143,0.709,0.158
1488,5,2022-23,1,0.2,0.6,0,0,0.2,Garrett Temple,3,202066,-27.8,0,0.05,0.14,0.417,0.214
1489,21,2022-23,1.3,0.5,0.3,0.2,0.1,0.1,Garrett Temple,4,202066,-4.2,0.036,0.067,0.124,0.485,0.108
1490,7,2022-23,1.4,0,0.3,0,0.1,0,Dalen Terry,1,1631207,30.3,0,0,0.129,0.625,0.095
1491,7,2022-23,0.9,0.6,0.6,0.3,0.1,0,Dalen Terry,2,1631207,-26.7,0.033,0.136,0.119,0.381,0.2
1492,11,2022-23,1.1,1,0.1,0.1,0,0.2,Dalen Terry,3,1631207,3.8,0.075,0.19,0.176,0.462,0.053
1493,34,2022-23,1.7,0.6,0.4,0.2,0.1,0.2,Dalen Terry,4,1631207,4.1,0.066,0.114,0.193,0.544,0.188
1494,7,2022-23,2.7,1.1,0.3,0,0.1,0,Daniel Theis,1,1628464,7.6,0.091,0.172,0.19,0.615,0.077
1495,7,2022-23,1,0.6,0.4,0.1,0.1,0.1,Daniel Theis,2,1628464,-1.3,0,0.121,0.203,0.252,0.125
1496,6,2022-23,3.2,0.8,0.5,0,0.5,0.2,Daniel Theis,3,1628464,-12.1,0.036,0.174,0.238,0.669,0.214
1497,5,2022-23,0.8,1,0.2,0.2,0.2,0.2,Daniel Theis,4,1628464,-47.8,0.125,0.118,0.163,0.347,0.125
1498,35,2022-23,2.9,0.7,0.3,0.1,0,0.5,Cam Thomas,1,1630560,-18.1,0.009,0.107,0.26,0.499,0.095
1499,40,2022-23,4,0.5,0.6,0.1,0,0.2,Cam Thomas,2,1630560,3.2,0.004,0.076,0.256,0.545,0.132
1500,29,2022-23,4.2,0.7,0.4,0.1,0.1,0.5,Cam Thomas,3,1630560,-1.1,0.013,0.105,0.297,0.603,0.144
1501,44,2022-23,5,0.7,0.7,0.2,0,0.5,Cam Thomas,4,1630560,4.3,0.01,0.08,0.268,0.602,0.151
1502,69,2022-23,6.8,1.1,0.6,0.2,0.1,0.6,Klay Thompson,1,202691,-1,0.015,0.102,0.291,0.595,0.094
1503,69,2022-23,4.6,1,0.5,0.2,0.1,0.3,Klay Thompson,2,202691,6.3,0.019,0.109,0.235,0.556,0.09
1504,69,2022-23,5.8,1.1,0.7,0.1,0.1,0.4,Klay Thompson,3,202691,0.2,0.013,0.098,0.25,0.566,0.118
1505,65,2022-23,4.8,0.9,0.6,0.2,0.1,0.4,Klay Thompson,4,202691,8.4,0.018,0.1,0.239,0.596,0.117
1506,49,2022-23,1.2,0.7,0.1,0.2,0.2,0.3,JT Thor,1,1630550,-8.3,0.026,0.106,0.126,0.492,0.028
1507,55,2022-23,1.1,0.8,0.3,0,0.1,0.1,JT Thor,2,1630550,-21.9,0.048,0.112,0.112,0.474,0.082
1508,56,2022-23,1.3,0.7,0.2,0.1,0,0.2,JT Thor,3,1630550,-0.8,0.029,0.117,0.123,0.531,0.048
1509,41,2022-23,1.6,0.8,0.2,0.2,0.2,0.3,JT Thor,4,1630550,5.4,0.038,0.128,0.171,0.527,0.059
1510,63,2022-23,1.4,0.5,0.3,0.3,0.2,0.1,Matisse Thybulle,1,1629680,5.2,0.027,0.077,0.105,0.632,0.061
1511,59,2022-23,1.4,0.6,0.2,0.4,0.1,0,Matisse Thybulle,2,1629680,7.7,0.025,0.087,0.094,0.582,0.036
1512,61,2022-23,1.2,0.6,0.3,0.2,0.1,0.1,Matisse Thybulle,3,1629680,-2.3,0.022,0.093,0.108,0.541,0.081
1513,54,2022-23,0.9,0.7,0.2,0.4,0.1,0.1,Matisse Thybulle,4,1629680,-15.6,0.056,0.086,0.101,0.432,0.06
1514,47,2022-23,2.5,2,0.6,0.4,0.1,0.2,Xavier Tillman,1,1630214,18.1,0.105,0.175,0.13,0.627,0.101
1515,48,2022-23,2,1.6,0.5,0.3,0.1,0.2,Xavier Tillman,2,1630214,1.8,0.1,0.158,0.127,0.632,0.117
1516,44,2022-23,2.4,1.8,0.5,0.2,0.2,0.2,Xavier Tillman,3,1630214,-0.6,0.097,0.155,0.13,0.63,0.098
1517,50,2022-23,2.2,1.1,0.4,0.3,0.2,0.3,Xavier Tillman,4,1630214,-19,0.076,0.126,0.158,0.599,0.126
1518,46,2022-23,1.7,0.4,0.3,0.1,0.1,0.1,Obi Toppin,1,1630167,12.7,0.007,0.129,0.173,0.713,0.14
1519,65,2022-23,3,1.2,0.3,0.2,0.1,0.2,Obi Toppin,2,1630167,-3.1,0.023,0.16,0.195,0.551,0.075
1520,37,2022-23,1.6,0.5,0.3,0.2,0,0.1,Obi Toppin,3,1630167,16,0.022,0.094,0.142,0.664,0.108
1521,63,2022-23,2.7,1.2,0.3,0,0.1,0.3,Obi Toppin,4,1630167,-0.4,0.036,0.138,0.2,0.506,0.081
1522,29,2022-23,6.1,2.6,1.9,0.2,0,0.9,Karl-Anthony Towns,1,1626157,8.2,0.048,0.19,0.256,0.582,0.242
1523,28,2022-23,4.9,2,0.9,0.2,0.1,0.7,Karl-Anthony Towns,2,1626157,1.6,0.054,0.205,0.244,0.703,0.209
1524,29,2022-23,5.3,1.8,1.3,0.1,0.3,0.7,Karl-Anthony Towns,3,1626157,-10.6,0.049,0.158,0.234,0.656,0.24
1525,27,2022-23,4.7,1.9,0.9,0.1,0.1,0.7,Karl-Anthony Towns,4,1626157,8.9,0.047,0.174,0.255,0.563,0.191
1526,66,2022-23,4.3,0.7,0.4,0.4,0.1,0.1,Gary Trent Jr.,1,1629018,-2.5,0.011,0.081,0.209,0.567,0.08
1527,66,2022-23,4.5,0.6,0.4,0.4,0.1,0.3,Gary Trent Jr.,2,1629018,-5.3,0.015,0.065,0.207,0.584,0.069
1528,66,2022-23,4.5,0.6,0.5,0.4,0,0.2,Gary Trent Jr.,3,1629018,-3.2,0.016,0.063,0.216,0.541,0.093
1529,60,2022-23,4.4,0.7,0.3,0.4,0.1,0.3,Gary Trent Jr.,4,1629018,2.3,0.009,0.075,0.203,0.556,0.059
1530,75,2022-23,1.1,1.2,0.2,0.2,0.1,0.2,P.J. Tucker,1,200782,6.4,0.054,0.104,0.065,0.551,0.024
1531,74,2022-23,1,1.1,0.3,0.1,0.1,0.1,P.J. Tucker,2,200782,0.1,0.074,0.106,0.071,0.566,0.054
1532,73,2022-23,1,1,0.2,0.1,0,0.1,P.J. Tucker,3,200782,-0.8,0.034,0.11,0.066,0.534,0.039
1533,45,2022-23,0.8,1,0.2,0.2,0,0.2,P.J. Tucker,4,200782,13.6,0.062,0.107,0.055,0.702,0.059
1534,62,2022-23,4.5,2,0.4,0.1,0.5,0.4,Myles Turner,1,1626167,-9.9,0.042,0.224,0.227,0.616,0.085
1535,62,2022-23,4.6,2,0.3,0.2,0.6,0.6,Myles Turner,2,1626167,8.3,0.047,0.213,0.231,0.646,0.06
1536,62,2022-23,5.4,2,0.5,0.1,0.6,0.4,Myles Turner,3,1626167,-8,0.062,0.201,0.249,0.686,0.086
1537,57,2022-23,3.7,1.7,0.3,0.1,0.6,0.3,Myles Turner,4,1626167,6.5,0.047,0.18,0.189,0.649,0.065
1538,1,2022-23,2,0,0,1,1,0,Stanley Umude,4,1630649,95,0,0,0.5,0.532,0
1539,79,2022-23,4.5,3,0.5,0.1,0.2,0.5,Jonas Valanciunas,1,202685,-0.6,0.089,0.309,0.256,0.57,0.103
1540,78,2022-23,3.4,2.6,0.4,0.1,0.2,0.6,Jonas Valanciunas,2,202685,3.7,0.12,0.275,0.227,0.603,0.114
1541,78,2022-23,3.8,3,0.5,0.1,0.2,0.6,Jonas Valanciunas,3,202685,-1.8,0.131,0.309,0.215,0.617,0.093
1542,63,2022-23,3.1,2.1,0.5,0,0.2,0.5,Jonas Valanciunas,4,202685,-5.4,0.127,0.269,0.21,0.695,0.137
1543,69,2022-23,5.7,1.2,2.3,0.8,0.1,0.5,Fred VanVleet,1,1627832,4.1,0.012,0.112,0.224,0.534,0.274
1544,69,2022-23,4.1,0.9,1.6,0.4,0.1,0.4,Fred VanVleet,2,1627832,-1.1,0.012,0.114,0.243,0.518,0.307
1545,69,2022-23,6.1,1.1,1.9,0.5,0.2,0.7,Fred VanVleet,3,1627832,3.2,0.01,0.107,0.23,0.568,0.257
1546,62,2022-23,3.6,0.8,1.6,0.2,0.1,0.4,Fred VanVleet,4,1627832,6.7,0.008,0.11,0.203,0.535,0.282
1547,78,2022-23,1.9,2.1,0.7,0.3,0.1,0.4,Jarred Vanderbilt,1,1629020,7,0.081,0.222,0.138,0.548,0.131
1548,78,2022-23,2.2,1.9,0.6,0.3,0.1,0.4,Jarred Vanderbilt,2,1629020,-7.7,0.075,0.218,0.131,0.663,0.134
1549,78,2022-23,2.4,2,0.7,0.3,0.1,0.3,Jarred Vanderbilt,3,1629020,0,0.091,0.233,0.147,0.617,0.144
1550,65,2022-23,1.7,1.6,0.5,0.2,0.1,0.2,Jarred Vanderbilt,4,1629020,-8.2,0.12,0.18,0.126,0.594,0.127
1551,38,2022-23,4.2,1,0.9,0.2,0.2,0.4,Devin Vassell,1,1630170,-21.6,0.008,0.122,0.24,0.47,0.162
1552,38,2022-23,5.9,1.3,0.8,0.4,0.1,0.5,Devin Vassell,2,1630170,-6.3,0.003,0.151,0.238,0.677,0.142
1553,38,2022-23,4.8,0.9,1.2,0.3,0.1,0.4,Devin Vassell,3,1630170,8,0.012,0.107,0.243,0.54,0.209
1554,35,2022-23,3.7,0.7,0.7,0.2,0.1,0.3,Devin Vassell,4,1630170,-30.7,0,0.115,0.239,0.513,0.186
1555,68,2022-23,2.9,0.6,0.7,0.3,0,0.3,Gabe Vincent,1,1629216,-1.7,0.023,0.083,0.168,0.651,0.161
1556,66,2022-23,2.4,0.6,0.7,0.2,0,0.3,Gabe Vincent,2,1629216,2,0.018,0.069,0.178,0.468,0.139
1557,66,2022-23,2.2,0.4,0.5,0.2,0,0.4,Gabe Vincent,3,1629216,-10.9,0.01,0.053,0.178,0.51,0.132
1558,56,2022-23,2.2,0.7,0.7,0.2,0,0.4,Gabe Vincent,4,1629216,7,0.012,0.081,0.153,0.492,0.126
1559,82,2022-23,5.8,3.5,1.1,0.3,0.1,0.5,Nikola Vucevic,1,202696,0.3,0.055,0.318,0.247,0.628,0.176
1560,82,2022-23,4,2.5,0.6,0.2,0.1,0.5,Nikola Vucevic,2,202696,-0.7,0.057,0.271,0.223,0.565,0.112
1561,80,2022-23,4.8,3,1.1,0.2,0.2,0.5,Nikola Vucevic,3,202696,-3.5,0.066,0.27,0.216,0.587,0.171
1562,74,2022-23,3.3,2.3,0.6,0.1,0.2,0.3,Nikola Vucevic,4,202696,3.3,0.075,0.236,0.183,0.586,0.114
1563,40,2022-23,1.6,1.3,0.2,0.2,0.3,0.1,Dean Wade,1,1629731,5,0.025,0.183,0.079,0.673,0.044
1564,37,2022-23,1.1,0.8,0.2,0.2,0.1,0.1,Dean Wade,2,1629731,2.5,0.01,0.127,0.106,0.408,0.055
1565,33,2022-23,1.1,1.1,0.2,0.1,0,0.2,Dean Wade,3,1629731,3.6,0.027,0.136,0.094,0.474,0.046
1566,33,2022-23,2,0.9,0.3,0.2,0.2,0.1,Dean Wade,4,1629731,11.2,0.027,0.13,0.129,0.643,0.087
1567,80,2022-23,4.3,0.7,0.9,0.3,0,0.5,Franz Wagner,1,1630532,-0.8,0.012,0.072,0.198,0.627,0.163
1568,80,2022-23,4.6,1.2,1,0.2,0.1,0.6,Franz Wagner,2,1630532,1.8,0.039,0.105,0.237,0.601,0.192
1569,79,2022-23,4.2,1.1,0.8,0.2,0.1,0.5,Franz Wagner,3,1630532,-2,0.027,0.108,0.218,0.564,0.147
1570,73,2022-23,5.8,1.3,0.9,0.3,0,0.6,Franz Wagner,4,1630532,5.7,0.032,0.109,0.265,0.567,0.17
1571,56,2022-23,2.5,1.2,0.3,0.2,0.1,0.3,Moritz Wagner,1,1629021,-2,0.058,0.183,0.203,0.6,0.102
1572,56,2022-23,2.8,1.4,0.4,0.2,0.1,0.4,Moritz Wagner,2,1629021,-4.1,0.059,0.184,0.215,0.57,0.104
1573,50,2022-23,2.5,1,0.5,0.2,0,0.3,Moritz Wagner,3,1629021,-5.3,0.045,0.153,0.182,0.633,0.135
1574,47,2022-23,3.8,1.4,0.5,0.1,0,0.3,Moritz Wagner,4,1629021,6.3,0.077,0.164,0.204,0.725,0.124
1575,43,2022-23,0.5,0.6,0.1,0.2,0,0.1,Ish Wainright,1,1630688,0.8,0.055,0.097,0.093,0.356,0.047
1576,47,2022-23,1.6,0.7,0.3,0.1,0.2,0,Ish Wainright,2,1630688,9.8,0.038,0.092,0.12,0.646,0.099
1577,47,2022-23,1.1,0.6,0.3,0.2,0.1,0.2,Ish Wainright,3,1630688,6.4,0.028,0.118,0.128,0.468,0.079
1578,53,2022-23,1.9,1,0.4,0.3,0.2,0.1,Ish Wainright,4,1630688,6.1,0.055,0.089,0.119,0.53,0.073
1579,31,2022-23,1.2,0.9,0.2,0,0,0.3,Jabari Walker,1,1631133,-14,0.071,0.132,0.183,0.427,0.061
1580,31,2022-23,1.6,1.1,0.2,0.1,0.1,0.2,Jabari Walker,2,1631133,-20.1,0.114,0.15,0.176,0.502,0.073
1581,27,2022-23,1.7,0.8,0.2,0.1,0.2,0.2,Jabari Walker,3,1631133,-4,0.057,0.116,0.174,0.514,0.067
1582,50,2022-23,1.6,1,0.3,0.1,0.1,0.1,Jabari Walker,4,1631133,-3.4,0.062,0.139,0.143,0.521,0.099
1583,49,2022-23,2.9,0.6,0.4,0.2,0.1,0.2,Lonnie Walker IV,1,1629022,-6.9,0.011,0.07,0.176,0.524,0.073
1584,51,2022-23,3.3,0.6,0.3,0.2,0.1,0.2,Lonnie Walker IV,2,1629022,2.4,0.009,0.082,0.201,0.582,0.067
1585,48,2022-23,3.8,0.6,0.3,0.1,0.1,0.3,Lonnie Walker IV,3,1629022,-16.8,0.012,0.067,0.209,0.576,0.069
1586,50,2022-23,3.2,0.4,0.3,0.1,0,0.2,Lonnie Walker IV,4,1629022,-7.4,0.011,0.058,0.211,0.599,0.076
1587,73,2022-23,4.1,1.1,0.7,0.2,0.3,0.2,P.J. Washington,1,1629023,-7.2,0.03,0.096,0.194,0.564,0.108
1588,72,2022-23,3.9,1.2,0.5,0.2,0.3,0.4,P.J. Washington,2,1629023,-13.2,0.041,0.106,0.216,0.53,0.103
1589,72,2022-23,3.5,0.9,0.5,0.2,0.3,0.4,P.J. Washington,3,1629023,-3.2,0.017,0.096,0.193,0.51,0.09
1590,70,2022-23,4.2,1.8,0.7,0.3,0.3,0.5,P.J. Washington,4,1629023,-4.6,0.025,0.173,0.199,0.555,0.127
1591,20,2022-23,2.2,0.5,1,0,0.1,0.4,Duane Washington Jr.,1,1630613,-5.5,0.01,0.093,0.276,0.409,0.282
1592,19,2022-23,3.6,0.3,0.6,0.1,0,0.4,Duane Washington Jr.,2,1630613,1.7,0,0.061,0.319,0.512,0.25
1593,20,2022-23,2.8,0.1,0.6,0,0,0.2,Duane Washington Jr.,3,1630613,2.2,0,0.026,0.282,0.484,0.216
1594,26,2022-23,3,0.7,0.8,0.1,0.1,0.6,Duane Washington Jr.,4,1630613,0,0.006,0.132,0.31,0.43,0.278
1595,20,2022-23,0.9,0.4,0.2,0.1,0,0.4,TyTy Washington Jr.,1,1631102,-27.9,0.011,0.113,0.203,0.282,0.102
1596,18,2022-23,2.4,0.8,0.6,0.2,0.1,0.1,TyTy Washington Jr.,2,1631102,-11.5,0.008,0.105,0.149,0.523,0.123
1597,15,2022-23,2.1,0.2,0.6,0.3,0,0.1,TyTy Washington Jr.,3,1631102,-2.8,0,0.047,0.189,0.493,0.191
1598,27,2022-23,2,0.7,0.9,0.2,0,0.1,TyTy Washington Jr.,4,1631102,5.5,0,0.109,0.162,0.417,0.173
1599,39,2022-23,1.2,0.7,0.2,0.1,0.1,0.1,Yuta Watanabe,1,1629139,-3.8,0.033,0.131,0.14,0.501,0.059
1600,49,2022-23,1.7,0.8,0.2,0.2,0.2,0.1,Yuta Watanabe,2,1629139,-5.7,0.036,0.113,0.126,0.565,0.05
1601,45,2022-23,1.8,0.8,0.3,0.1,0.1,0.1,Yuta Watanabe,3,1629139,5.4,0.045,0.105,0.117,0.743,0.073
1602,48,2022-23,2.3,0.8,0.4,0.2,0.1,0.1,Yuta Watanabe,4,1629139,2.5,0.024,0.123,0.13,0.715,0.095
1603,27,2022-23,1.4,0.6,0.2,0,0,0.1,Lindy Waters III,1,1630322,19.8,0.054,0.096,0.145,0.627,0.07
1604,31,2022-23,2.8,0.7,0.2,0.1,0.2,0.1,Lindy Waters III,2,1630322,9.2,0.017,0.121,0.172,0.663,0.061
1605,32,2022-23,1,0.5,0.3,0.1,0.1,0.1,Lindy Waters III,3,1630322,18.2,0.029,0.096,0.117,0.473,0.096
1606,29,2022-23,1.9,0.7,0.2,0.2,0.1,0.1,Lindy Waters III,4,1630322,-0.9,0.024,0.096,0.154,0.498,0.056
1607,53,2022-23,1.9,1,0.5,0.2,0.1,0.3,Trendon Watford,1,1630570,-7.1,0.029,0.177,0.147,0.606,0.136
1608,46,2022-23,2.4,1.3,0.8,0.2,0,0.4,Trendon Watford,2,1630570,-4.1,0.045,0.161,0.164,0.62,0.192
1609,50,2022-23,2.8,1.1,0.5,0.1,0,0.3,Trendon Watford,3,1630570,-11.3,0.036,0.175,0.194,0.617,0.15
1610,55,2022-23,2,1.2,0.7,0.2,0.1,0.4,Trendon Watford,4,1630570,-6.2,0.039,0.184,0.135,0.664,0.175
1611,5,2022-23,2.2,0.8,0.2,0.2,0.2,0.6,Peyton Watson,1,1631212,-60,0.036,0.103,0.25,0.435,0.077
1612,5,2022-23,2,1.6,0.2,0,0.4,0.2,Peyton Watson,2,1631212,17.7,0.065,0.171,0.149,0.506,0.036
1613,6,2022-23,1.7,1.5,0.5,0,0.3,0.3,Peyton Watson,3,1631212,50.3,0.033,0.186,0.107,0.727,0.103
1614,22,2022-23,2,0.7,0.3,0,0.3,0.1,Peyton Watson,4,1631212,-27.5,0.04,0.119,0.184,0.573,0.107
1615,31,2022-23,1.8,0.6,0.4,0.2,0,0.3,Blake Wesley,1,1631104,-16.7,0.011,0.099,0.175,0.501,0.128
1616,33,2022-23,1.2,0.5,0.9,0.2,0.1,0.4,Blake Wesley,2,1631104,-13.2,0.022,0.093,0.162,0.35,0.208
1617,31,2022-23,0.9,0.5,0.7,0.2,0,0.5,Blake Wesley,3,1631104,-15.3,0.006,0.089,0.187,0.25,0.202
1618,33,2022-23,1.8,0.9,1,0.2,0,0.8,Blake Wesley,4,1631104,-9.9,0.024,0.117,0.195,0.453,0.241
1619,73,2022-23,4.6,1.4,2,0.2,0.1,1,Russell Westbrook,1,201566,-6.1,0.031,0.146,0.293,0.531,0.399
1620,73,2022-23,4.2,1.6,2.2,0.3,0.1,0.8,Russell Westbrook,2,201566,6.5,0.03,0.153,0.247,0.54,0.381
1621,72,2022-23,3.3,1.2,2,0.3,0.1,1,Russell Westbrook,3,201566,-3.3,0.037,0.125,0.262,0.453,0.381
1622,62,2022-23,4.2,1.8,1.5,0.2,0.1,0.7,Russell Westbrook,4,201566,2.4,0.076,0.166,0.261,0.529,0.282
1623,73,2022-23,2.1,0.6,0.6,0.1,0,0.2,Coby White,1,1629632,11.2,0.014,0.096,0.157,0.602,0.15
1624,71,2022-23,2.9,0.7,0.8,0.3,0,0.3,Coby White,2,1629632,-2.3,0.007,0.101,0.195,0.524,0.159
1625,71,2022-23,1.6,0.7,0.8,0.2,0,0.3,Coby White,3,1629632,8.6,0.005,0.11,0.143,0.516,0.182
1626,68,2022-23,3.4,1,0.7,0.2,0.1,0.2,Coby White,4,1629632,0,0.013,0.129,0.179,0.632,0.149
1627,82,2022-23,3.5,1.3,1.1,0.2,0.3,0.3,Derrick White,1,1628401,16.3,0.023,0.12,0.166,0.644,0.187
1628,80,2022-23,3.6,0.8,1.1,0.2,0.1,0.2,Derrick White,2,1628401,15.8,0.034,0.079,0.182,0.63,0.212
1629,80,2022-23,2.8,0.9,0.9,0.2,0.3,0.4,Derrick White,3,1628401,7.7,0.019,0.097,0.178,0.525,0.165
1630,73,2022-23,2.9,0.7,0.9,0.1,0.2,0.3,Derrick White,4,1628401,2.8,0.015,0.092,0.173,0.61,0.207
1631,51,2022-23,1.8,1,0.3,0.1,0,0.2,Aaron Wiggins,1,1630598,2.9,0.066,0.125,0.129,0.628,0.077
1632,66,2022-23,2.3,0.9,0.4,0.2,0,0.3,Aaron Wiggins,2,1630598,-9.7,0.053,0.093,0.166,0.56,0.109
1633,51,2022-23,1.5,0.8,0.3,0.2,0.1,0.3,Aaron Wiggins,3,1630598,11.7,0.035,0.111,0.12,0.566,0.06
1634,61,2022-23,2.6,1,0.3,0.2,0.1,0.2,Aaron Wiggins,4,1630598,3.3,0.046,0.113,0.148,0.674,0.082
1635,37,2022-23,4.6,1.2,0.8,0.3,0.3,0.4,Andrew Wiggins,1,203952,9.5,0.048,0.1,0.244,0.577,0.132
1636,37,2022-23,4.6,1.2,0.8,0.2,0.1,0.3,Andrew Wiggins,2,203952,9.3,0.038,0.084,0.207,0.553,0.122
1637,37,2022-23,4.7,1.1,0.5,0.4,0.2,0.4,Andrew Wiggins,3,203952,5.1,0.054,0.081,0.232,0.601,0.085
1638,36,2022-23,3.1,1.6,0.3,0.3,0.2,0.2,Andrew Wiggins,4,203952,-1.3,0.065,0.15,0.172,0.508,0.057
1639,3,2022-23,1.7,0.7,1,0,0,0.3,Lindell Wigginton,1,1629623,-40.4,0,0.182,0.125,0.625,0.25
1640,2,2022-23,6.5,0.5,1,0,0,0.5,Lindell Wigginton,2,1629623,7.7,0,0.125,0.205,0.888,0.2
1641,2,2022-23,3.5,0.5,1.5,0,0.5,1.5,Lindell Wigginton,3,1629623,-56.2,0,0.053,0.282,0.444,0.429
1642,7,2022-23,3.6,0.4,0.9,0,0.1,1,Lindell Wigginton,4,1629623,-6.1,0,0.057,0.312,0.574,0.25
1643,75,2022-23,1.9,1.2,0.6,0.1,0.1,0.3,Grant Williams,1,1629684,4,0.029,0.147,0.126,0.553,0.107
1644,78,2022-23,2.1,1,0.3,0.1,0.1,0.2,Grant Williams,2,1629684,7.7,0.045,0.107,0.131,0.609,0.07
1645,72,2022-23,2,1.2,0.4,0.1,0.1,0.3,Grant Williams,3,1629684,5.7,0.047,0.14,0.128,0.655,0.082
1646,71,2022-23,2.6,1.5,0.5,0.2,0.1,0.3,Grant Williams,4,1629684,6.8,0.051,0.147,0.131,0.612,0.09
1647,75,2022-23,3.1,1,0.7,0.3,0.1,0.3,Jalen Williams,1,1631114,-5.4,0.023,0.107,0.154,0.611,0.121
1648,75,2022-23,3.9,1.2,0.9,0.3,0.1,0.4,Jalen Williams,2,1631114,4,0.046,0.106,0.194,0.609,0.172
1649,73,2022-23,3.1,1.1,0.8,0.3,0.2,0.4,Jalen Williams,3,1631114,2.3,0.043,0.105,0.174,0.559,0.14
